date,transect,location,sample_id,doc_id,tp_mgL,tn_mgL,doc_mgL,tdn_mgL,no3_mgL,no2_mgL,nh4_mgL,cl_mgL,po4_ugL,ph,temperature_c,conductance_us,spec_cond_us,o2_mgL,o2_percent,,,,,,,,,,,,,
1/18/18,m_4_s ,shore,1902,10255,NA,NA,6.882,2.787,2.23,0.11,0.252,24.8,121,NA,7.8,1084,1611,4.4,38,,,,,,,,,,,,,
1/18/18,m_4_n,shore,1903,10139,NA,NA,9.335,1.622,0.509,0.0575,0.229,27,135,NA,8.4,1315,1925,7.6,66,,,,,,,,,,,,,
1/18/18,m_1_e ,water,1904,455,NA,NA,7.046,4.757,2.29,0.174,1.39,22.9,153,NA,21.4,1444,1552,4.6,54,,,,,,,,,,,,,
1/18/18,m_4_s ,water,1905,9446,NA,NA,7.959,4.69,2.39,0.224,1.65,21.8,125,NA,18.9,1357,1536,3.5,38,,,,,,,,,,,,,
1/18/18,m_4_n,water,1906,1016,NA,NA,7.598,4.408,2.3,0.215,1.56,22.4,123,NA,18.9,1347,1529,4.4,49,,,,,,,,,,,,,
2/26/18,inflow_1,inflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
2/26/18,inflow_2,inflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
2/26/18,inflow_3,inflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
2/26/18,outflow_1,outflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
2/26/18,outflow_2,outflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
2/26/18,outflow_3,outflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
2/26/18,m_1_e ,shore,1907,NA,NA,NA,NA,NA,NA,NA,0.235,24,250,NA,6.3,1189,1848,3.9,35,,,,,,,,,,,,,
2/26/18,m_4_s ,shore,1908,NA,NA,NA,NA,NA,NA,NA,1.08,25.8,262,NA,4.3,1003,1659,2.3,19,,,,,,,,,,,,,
2/26/18,m_4_n,shore,1909,NA,NA,NA,NA,NA,NA,NA,0.105,27,262,NA,7,1322,2019,4.1,35,,,,,,,,,,,,,
2/26/18,m_1_e ,water,1910,NA,NA,NA,NA,NA,NA,NA,0.875,19.2,213,NA,20.8,1452,1578,1.8,20,,,,,,,,,,,,,
2/26/18,m_4_s ,water,1911,NA,NA,NA,NA,NA,NA,NA,0.0811,34,285,NA,18.7,1413,1609,3.1,34,,,,,,,,,,,,,
2/26/18,m_4_n,water,1912,NA,NA,NA,NA,NA,NA,NA,0.841,23.6,277,NA,18.8,1419,1607,2.8,30,,,,,,,,,,,,,
3/26/18,inflow_1,inflow,1913,387,3.841,8.104,7.878,5.741,NA,0.163,NA,31.7,317,NA,23.6,1594,1638,4.1,51,,,,,,,,,,,,,
3/26/18,inflow_2,inflow,1914,10112,3.754,7.67,7.945,5.621,NA,0.205,NA,NA,NA,NA,23.6,1594,1638,4.1,51,,,,,,,,,,,,,
3/26/18,inflow_3,inflow,1915,73,3.63,6.91,15.41,5.555,NA,0.159,NA,22.1,272,NA,23.6,1594,1638,4.1,51,,,,,,,,,,,,,
3/26/18,outflow_1,outflow,1916,10169,3.295,6.087,7.265,4.319,NA,NA,NA,24.1,232,NA,20.8,1342,1461,7.6,85,,,,,,,,,,,,,
3/26/18,outflow_2,outflow,1917,5014,3.339,6.37,10.69,4.053,NA,0.13,NA,23.6,235,NA,20.8,1342,1461,7.6,85,,,,,,,,,,,,,
3/26/18,outflow_3,outflow,1918,2921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,1342,1461,7.6,85,,,,,,,,,,,,,
3/26/18,m_1_e ,shore,1919,10080,NA,NA,13.45,1.579,NA,0.0427,NA,28.4,335,NA,12.3,1260,1663,1.1,11,,,,,,,,,,,,,
3/26/18,m_4_s ,shore,1920,12024,NA,NA,9.814,1.034,NA,0.0141,NA,24.1,305,NA,11.6,1096,1475,2.2,21,,,,,,,,,,,,,
3/26/18,m_4_n,shore,1921,10226,NA,NA,12.02,0.9556,NA,0.000263,NA,29.6,345,NA,13.6,1444,1848,5.3,53,,,,,,,,,,,,,
3/26/18,m_1_e ,water,1922,442,NA,NA,7.789,5.271,NA,0.146,NA,27.9,252,NA,21.6,1493,1580,4.1,50,,,,,,,,,,,,,
3/26/18,m_4_s ,water,1923,5003,NA,NA,7.222,4.335,NA,0.116,NA,24.5,264,NA,20.6,1361,1487,4.3,49,,,,,,,,,,,,,
3/26/18,m_4_n,water,1924,2922,NA,NA,7.452,4.328,NA,0.123,NA,24,277,NA,20.8,1369,1488,4.8,56,,,,,,,,,,,,,
4/9/18,inflow_1,inflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
4/9/18,inflow_2,inflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
4/9/18,inflow_3,inflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
4/9/18,outflow_1,outflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
4/9/18,outflow_2,outflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
4/9/18,outflow_3,outflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
4/9/18,m_1_e ,shore,1925,NA,NA,NA,NA,NA,NA,0.0596,NA,NA,NA,NA,17,1817,2145,1,10,,,,,,,,,,,,,
4/9/18,m_4_s ,shore,1926,NA,NA,NA,NA,NA,NA,0.0387,NA,NA,NA,NA,16.6,1757,2086,0.7,7,,,,,,,,,,,,,
4/9/18,m_4_n,shore,1927,NA,NA,NA,NA,NA,NA,0.00333,NA,NA,NA,NA,17.9,1805,2087,3.1,34,,,,,,,,,,,,,
4/9/18,m_1_e ,water,1928,NA,NA,NA,NA,NA,NA,0.184,NA,NA,NA,NA,25,1956,1955,4.5,56,,,,,,,,,,,,,
4/9/18,m_4_s ,water,1929,NA,NA,NA,NA,NA,NA,0.177,NA,NA,NA,NA,24.5,1972,1993,5.2,64,,,,,,,,,,,,,
4/9/18,m_4_n,water,1930,NA,NA,NA,NA,NA,NA,0.153,NA,NA,NA,NA,24.5,2000,2019,5,63,,,,,,,,,,,,,
5/17/18,inflow_1,inflow,1931,2380,3.277,5.029,NA,NA,NA,NA,NA,NA,NA,NA,27.7,2145,2039,6.2,82,,,,,,,,,,,,,
5/17/18,inflow_2,inflow,1932,585,3.315,5.429,NA,NA,NA,NA,NA,NA,NA,NA,27.7,2145,2039,6.2,82,,,,,,,,,,,,,
5/17/18,inflow_3,inflow,1933,12022,3.488,4.942,NA,NA,NA,NA,NA,NA,NA,NA,27.7,2145,2039,6.2,82,,,,,,,,,,,,,
5/17/18,outflow_1,outflow,1934,2057,4.374,4.096,NA,NA,NA,NA,NA,NA,NA,NA,26.9,2154,2078,3.7,48,,,,,,,,,,,,,
5/17/18,outflow_2,outflow,1935,5009,4.817,4.426,NA,NA,NA,NA,NA,NA,NA,NA,26.9,2154,2078,3.7,48,,,,,,,,,,,,,
5/17/18,outflow_3,outflow,1936,10055,4.392,4.012,NA,NA,NA,NA,NA,NA,NA,NA,26.9,2154,2078,3.7,48,,,,,,,,,,,,,
5/17/18,m_1_e ,shore,1937,2062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8,1879,2202,4.1,12,,,,,,,,,,,,,
5/17/18,m_4_s ,shore,1938,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,1777,2114,0.8,8,,,,,,,,,,,,,
5/17/18,m_4_n,shore,1939,10167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8,1924,2230,0.9,10,,,,,,,,,,,,,
5/17/18,m_1_e ,water,1940,10182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1,2131,2127,7.6,95,,,,,,,,,,,,,
5/17/18,m_4_s ,water,1941,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9,2138,2097,3.2,44,,,,,,,,,,,,,
5/17/18,m_4_n,water,1942,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,2133,2078,1.8,23,,,,,,,,,,,,,
6/27/18,inflow_1,inflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
,inflow_2,inflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
,inflow_3,inflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
,outflow_1,outflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
,outflow_2,outflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
,outflow_3,outflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
,m_1_e ,shore,1943,9749,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m_4_s ,shore,1944,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m_4_n,shore,1945,10260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m_1_e ,water,1946,2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m_4_s ,water,1947,2298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m_4_n,water,1948,10065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/18/18,inflow_1,inflow,1949,10183,,,,,,,,,,7.2,31.6,2424,2152,81,81,,,,,,,,,,,,,
,inflow_2,inflow,1950,12028,,,,,,,,,,7.2,31.6,2424,2152,81,81,,,,,,,,,,,,,
,inflow_3,inflow,1951,11022,,,,,,,,,,7.2,31.6,2424,2152,81,81,,,,,,,,,,,,,
,outflow_1,outflow,1952,10185,,,,,,,,,,6.9,31.4,2395,2133,58,58,,,,,,,,,,,,,
,outflow_2,outflow,1953,11015,,,,,,,,,,6.9,31.4,2395,2133,58,58,,,,,,,,,,,,,
,outflow_3,outflow,1954,10210,,,,,,,,,,6.9,31.4,2395,2133,58,58,,,,,,,,,,,,,
,m_1_e ,shore,1955,2181,,,,,,,,,,6.9,27.4,2359,2253,14,14,,,,,,,,,,,,,
,m_4_s ,shore,1956,10030,,,,,,,,,,7.1,27.8,2770,2158,17,17,,,,,,,,,,,,,
,m_4_n,shore,1957,10179,,,,,,,,,,7.1,27.3,2456,2351,9,9,,,,,,,,,,,,,
,m_1_e ,water,1958,2195,,,,,,,,,,7.1,31.4,2405,2146,59,59,,,,,,,,,,,,,
,m_4_s ,water,1959,10052,,,,,,,,,,7.05,31.3,2378,2123,38,38,,,,,,,,,,,,,
,m_4_n,water,1960,2009,,,,,,,,,,7.11,31.3,2400,2142,30,30,,,,,,,,,,,,,
9/25/18,inflow_1,inflow,1961,2289,,,,,,,,,,7.18,29.5,2219,2036,30.9,52,,,,,,,,,,,,,
,inflow_2,inflow,1962,26,,,,,,,,,,7.18,29.5,2219,2036,3.9,52,,,,,,,,,,,,,
,inflow_3,inflow,1963,11011,,,,,,,,,,7.18,29.5,2219,2036,3.9,52,,,,,,,,,,,,,
,outflow_1,outflow,1964,1005,,,,,,,,,,NA,26.7,2109,2044,3.1,40,,,,,,,,,,,,,
,outflow_2,outflow,1965,2186,,,,,,,,,,NA,26.7,2109,2044,3.1,40,,,,,,,,,,,,,
,outflow_3,outflow,1966,316,,,,,,,,,,NA,26.7,2109,2044,3.1,40,,,,,,,,,,,,,
,m_1_e ,shore,1967,10066,,,,,,,,,,6.9,28.3,2163,2041,2.6,34,,,,,,,,,,,,,
,m_4_s ,shore,1968,2272,,,,,,,,,,7.01,17.4,1925,2255,2,22,,,,,,,,,,,,,
,m_4_n,shore,1969,2145,,,,,,,,,,7.01,17.5,1868,2162,1.7,18,,,,,,,,,,,,,
,m_1_e ,water,1970,10072,,,,,,,,,,7.02,18.1,1793,2067,2.6,28,,,,,,,,,,,,,
,m_4_s ,water,1971,33,,,,,,,,,,NA,25.9,2103,2066,2,26,,,,,,,,,,,,,
,m_4_n,water,1972,362,,,,,,,,,,NA,26.4,2090,2036,1.5,19,,,,,,,,,,,,,
11/30/18,inflow_1,inflow,1973,1075,,,,,,,,,,7.02,24.8,1297,1301,5.1,72,,,,,,,,,,,,,
,inflow_2,inflow,1974,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,inflow_3,inflow,1975,11010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,outflow_1,outflow,1976,10101,,,,,,,,,,7.13,20.5,1188,1297,4.3,49,,,,,,,,,,,,,
,outflow_2,outflow,1977,378574,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,outflow_3,outflow,1978,11001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m_1_e ,shore,1979,21,,,,,,,,,,6.9,10.9,1255,1718,5.8,53,,,,,,,,,,,,,
,m_4_s ,shore,1980,36,,,,,,,,,,6.77,9.6,967,1366,2.4,22,,,,,,,,,,,,,
,m_4_n,shore,1981,10070,,,,,,,,,,6.5,11.3,1174,1588,5.3,51,,,,,,,,,,,,,
,m_1_e ,water,1982,2308,,,,,,,,,,6.81,19.3,1186,1326,1.5,17,,,,,,,,,,,,,
,m_4_s ,water,1983,2057,,,,,,,,,,6.79,19.7,1148,1296,0.9,11,,,,,,,,,,,,,
,m_4_n,water,1984,7,,,,,,,,,,6.86,20.5,1190,1303,3.4,40,,,,,,,,,,,,,
1/10/19,inflow_1,inflow,1985,10194,,,,,,,,,,7.04,22.2,1198,1265,5.8,69,,,,,,,,,,,,,
,inflow_2,inflow,1986,1041,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,
,inflow_3,inflow,1987,12005,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,
,outflow_1,outflow,1988,2328,,,,,,,,,,NA,18.3,1062,1219,5.2,56,,,,,,,,,,,,,
,outflow_2,outflow,1989,11002,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,
,outflow_3,outflow,1990,5023,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,
,m_1_e ,shore,1991,26,,,,,,,,,,7.09,9.4,1581,2255,2.9,26,,,,,,,,,,,,,
,m_4_s ,shore,1992,323,,,,,,,,,,NA,7.6,924,1380,3.6,30,,,,,,,,,,,,,
,m_4_n,shore,1993,10135,,,,,,,,,,NA,8.7,1166,1694,5.4,47,,,,,,,,,,,,,
,m_1_e ,water,1994,6719,,,,,,,,,,7.02,20.8,1144,1249,4.4,50,,,,,,,,,,,,,
,m_4_s ,water,1995,10259,,,,,,,,,,NA,18.3,1056,1210,3.6,38,,,,,,,,,,,,,
,m_4_n,water,1996,10010,,,,,,,,,,NA,18.4,1063,1216,3.5,38,,,,,,,,,,,,,
3/20/19,inflow_1,inflow,1997,585,,,,,,,,,,,24.1,1111,1131,2.3,40,,,,,,,,,,,,,
,inflow_2,inflow,1998,2153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,inflow_3,inflow,1999,10167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,outflow_1,outflow,2000,43500,,,,,,,,,,NA,22.2,1101,1164,4.2,50,,,,,,,,,,,,,
,outflow_2,outflow,2001,43742,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,outflow_3,outflow,2002,23-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m_1_e ,shore,2003,2191,,,,,,,,,,NA,13.6,1404,1795,1.9,18,,,,,,,,,,,,,
,m_4_s ,shore,2004,10237,,,,,,,,,,NA,11.3,905,1127,2.4,22,,,,,,,,,,,,,
,m_4_n,shore,2005,10171,,,,,,,,,,NA,12.4,1033,1360,2.8,29,,,,,,,,,,,,,
,m_1_e ,water,2006,13-4,,,,,,,,,,NA,21.1,1065,1151,0.8,9,,,,,,,,,,,,,
,m_4_s ,water,2007,10041,,,,,,,,,,NA,21.8,1095,1162,3.6,41,,,,,,,,,,,,,
,m_4_n,water,2008,11023,,,,,,,,,,NA,21.5,1090,1169,2.3,27,,,,,,,,,,,,,
5/22/19,inflow_1,inflow,2009,43773,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,inflow_2,inflow,2010,10112,,,,,,,,,,NA,24.3,1262,1278,5.8,70,,,,,,,,,,,,,
,inflow_3,inflow,2011,791.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,outflow_1,outflow,2012,2298,,,,,,,,,,NA,21.8,1227,1306,6.4,75,,,,,,,,,,,,,
,outflow_2,outflow,2013,10243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,outflow_3,outflow,2014,10182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m_1_e ,shore,2015,18-4,,,,,,,,,,NA,23.6,1275,1313,3.1,38,,,,,,,,,,,,,
,m_4_s ,shore,2016,65,,,,,,,,,,NA,15.4,1062,1300,2.1,23,,,,,,,,,,,,,
,m_4_n,shore,2017,2286,,,,,,,,,,NA,15.3,1087,1334,2.2,22,,,,,,,,,,,,,
,m_1_e ,water,2018,15-4,,,,,,,,,,NA,16.8,1377,1633,2.2,24,,,,,,,,,,,,,
,m_4_s ,water,2019,4510,,,,,,,,,,NA,21.9,1217,1294,4.4,52,,,,,,,,,,,,,
,m_4_n,water,2020,12022,,,,,,,,,,NA,21.1,1211,1308,2.9,35,,,,,,,,,,,,,
